month,division,line,day_type,num_sched_trains,num_actual_trains,service delivered
2016-10,A DIVISION,4,2,1664,1625,0.9765625
2016-10,A DIVISION,5,1,2688,2385,0.887276786
2016-10,A DIVISION,5,2,1118,1117,0.999105546
2016-10,A DIVISION,6,1,2235,2050,0.917225951
2016-10,A DIVISION,6,2,1076,1058,0.983271375
2016-10,A DIVISION,7,1,2732,2558,0.936310395
2016-10,A DIVISION,7,2,1392,1312,0.942528736
2016-10,A DIVISION,S 42nd,1,3066,3048,0.994129159
2016-10,A DIVISION,S 42nd,2,1656,1654,0.998792271
2016-10,B DIVISION,A,1,2688,2518,0.936755952
2016-10,B DIVISION,A,2,1337,1329,0.994016455
2016-10,B DIVISION,B,1,1764,1739,0.985827664
2016-10,B DIVISION,C,1,1575,1484,0.942222222
2016-10,B DIVISION,C,2,1130,1115,0.986725664
2016-10,B DIVISION,D,1,1890,1858,0.983068783
2016-10,B DIVISION,D,2,1597,1570,0.9830933
2016-10,B DIVISION,E,1,1638,1523,0.92979243
2016-10,B DIVISION,E,2,394,383,0.972081218
2016-10,B DIVISION,F,1,2895,2834,0.978929188
2016-10,B DIVISION,F,2,1531,1528,0.998040496
2016-10,B DIVISION,G,1,924,943,1.020562771
2016-10,B DIVISION,G,2,1920,1913,0.996354167
2016-10,B DIVISION,JZ,1,1071,1038,0.969187675
2016-10,B DIVISION,JZ,2,799,780,0.976220275
2016-10,B DIVISION,L,1,1911,1813,0.948717949
2016-10,B DIVISION,L,2,1975,1925,0.974683544
2016-10,B DIVISION,M,1,1911,1828,0.956567242
2016-10,B DIVISION,M,2,639,632,0.989045383
2016-10,B DIVISION,N,1,1869,1837,0.982878545
2016-10,B DIVISION,N,2,1876,1813,0.96641791
2016-10,B DIVISION,Q,1,1852,1816,0.980561555
2016-10,B DIVISION,Q,2,1724,1710,0.99187935
2016-10,B DIVISION,R,1,2037,2035,0.999018164
2016-10,B DIVISION,R,2,1720,1706,0.991860465
2016-10,B DIVISION,S Fkln,1,756,754,0.997354497
2016-10,B DIVISION,S Fkln,2,880,872,0.990909091
2016-10,B DIVISION,S Rock,1,462,454,0.982683983
2016-10,B DIVISION,S Rock,2,480,480,1
2016-10,Systemwide,Systemwide,1,45141,43100,0.954786115
2016-10,Systemwide,Systemwide,2,27742,27197,0.980354697
2016-11,A DIVISION,1,1,1731,1673,0.966493356
2016-11,A DIVISION,1,2,837,818,0.977299881
2016-11,A DIVISION,2,1,2301,2089,0.907866145
2016-11,A DIVISION,2,2,1558,1485,0.953145058
2016-11,A DIVISION,3,1,2180,2066,0.947706422
2016-11,A DIVISION,3,2,1120,1130,1.008928571
2016-11,A DIVISION,4,1,2915,2633,0.903259005
2016-11,A DIVISION,4,2,1187,1135,0.956192081
2016-11,A DIVISION,5,1,2673,2313,0.865319865
2016-11,A DIVISION,5,2,733,689,0.939972715
2016-11,A DIVISION,6,1,2264,2020,0.892226148
2016-11,A DIVISION,6,2,837,817,0.976105137
2016-11,A DIVISION,7,1,2710,2563,0.945756458
2016-11,A DIVISION,7,2,912,904,0.99122807
2016-11,A DIVISION,S 42nd,1,3066,3003,0.979452055
2016-11,A DIVISION,S 42nd,2,1290,1283,0.994573643
2016-11,B DIVISION,A,1,2671,2514,0.941220517
2016-11,B DIVISION,A,2,1146,1128,0.984293194
2016-11,B DIVISION,B,1,1674,1617,0.965949821
2016-11,B DIVISION,C,1,1576,1512,0.959390863
2016-11,B DIVISION,C,2,1122,1116,0.994652406
2016-11,B DIVISION,D,1,1882,1841,0.978214665
2016-11,B DIVISION,D,2,1122,1116,0.994652406
2016-11,B DIVISION,E,1,1628,1519,0.933046683
2016-11,B DIVISION,E,2,736,725,0.985054348
2016-11,B DIVISION,F,1,2986,2905,0.972873409
2016-11,B DIVISION,F,2,1276,1271,0.996081505
2016-11,B DIVISION,G,1,924,937,1.014069264
2016-11,B DIVISION,G,2,1344,1323,0.984375
2016-11,B DIVISION,JZ,1,1071,1035,0.966386555
2016-11,B DIVISION,JZ,2,633,630,0.995260664
2016-11,B DIVISION,L,1,1820,1772,0.973626374
2016-11,B DIVISION,L,2,1396,1320,0.945558739
2016-11,B DIVISION,M,1,1911,1802,0.9429618
2016-11,B DIVISION,M,2,591,588,0.994923858
2016-11,B DIVISION,N,1,1796,1744,0.971046771
2016-11,B DIVISION,N,2,1277,1271,0.995301488
2016-11,B DIVISION,Q,1,2120,1982,0.93490566
2016-11,B DIVISION,Q,2,1533,1464,0.954990215
2016-11,B DIVISION,R,1,2071,2027,0.978754225
2016-11,B DIVISION,R,2,1115,1104,0.990134529
2016-11,B DIVISION,S Fkln,1,756,753,0.996031746
2016-11,B DIVISION,S Fkln,2,528,528,1
2016-11,B DIVISION,S Rock,1,462,446,0.965367965
2016-11,B DIVISION,S Rock,2,368,370,1.005434783
2016-11,B DIVISION,W,1,624,573,0.918269231
2016-11,Systemwide,Systemwide,1,45812,43339,0.94601851
2016-11,Systemwide,Systemwide,2,22661,22215,0.980318609
2016-12,A DIVISION,1,1,1743,1683,0.965576592
2016-12,A DIVISION,1,2,1221,1198,0.981162981
2016-12,A DIVISION,2,1,2310,2069,0.895670996
2016-12,A DIVISION,2,2,2108,2062,0.978178368
2016-12,A DIVISION,3,1,2184,2080,0.952380952
2016-12,A DIVISION,3,2,1440,1442,1.001388889
2016-12,A DIVISION,4,1,2940,2680,0.911564626
2016-12,A DIVISION,4,2,2463,2312,0.938692651
2016-12,A DIVISION,5,1,2688,2317,0.861979167
2016-12,A DIVISION,5,2,1440,1424,0.988888889
2016-12,A DIVISION,6,1,2286,2036,0.89063867
2016-12,A DIVISION,6,2,1241,1216,0.979854956
2016-12,A DIVISION,7,1,2730,2527,0.925641026
2016-12,A DIVISION,7,2,1536,1518,0.98828125
2016-12,A DIVISION,S 42nd,1,3066,3048,0.994129159
2016-12,A DIVISION,S 42nd,2,1656,1654,0.998792271
2016-12,B DIVISION,A,1,2688,2605,0.969122024
2016-12,B DIVISION,A,2,1912,1871,0.978556485
2016-12,B DIVISION,B,1,1740,1681,0.966091954
2016-12,B DIVISION,C,1,1575,1519,0.964444444
2016-12,B DIVISION,C,2,1704,1672,0.981220657
2016-12,B DIVISION,D,1,1890,1870,0.989417989
2016-12,B DIVISION,D,2,1598,1559,0.975594493
2016-12,B DIVISION,E,1,1638,1523,0.92979243
2016-12,B DIVISION,E,2,928,907,0.97737069
2016-12,B DIVISION,F,1,3003,2920,0.972360972
2016-12,B DIVISION,F,2,1435,1420,0.989547038
2016-12,B DIVISION,G,1,924,938,1.015151515
2016-12,B DIVISION,G,2,1728,1677,0.970486111
2016-12,B DIVISION,JZ,1,1071,1039,0.970121382
2016-12,B DIVISION,JZ,2,812,790,0.972906404
2016-12,B DIVISION,L,1,1911,1860,0.973312402
2016-12,B DIVISION,L,2,1791,1727,0.964265773
2016-12,B DIVISION,M,1,1911,1773,0.927786499
2016-12,B DIVISION,M,2,554,532,0.960288809
2016-12,B DIVISION,N,1,1891,1830,0.967741935
2016-12,B DIVISION,N,2,1434,1389,0.968619247
2016-12,B DIVISION,Q,1,2180,2027,0.929816514
2016-12,B DIVISION,Q,2,2070,1976,0.954589372
2016-12,B DIVISION,R,1,2079,1978,0.951418951
2016-12,B DIVISION,R,2,1055,1030,0.976303318
2016-12,B DIVISION,S Fkln,1,756,731,0.966931217
2016-12,B DIVISION,S Fkln,2,800,800,1
2016-12,B DIVISION,S Rock,1,462,467,1.010822511
2016-12,B DIVISION,S Rock,2,512,506,0.98828125
2016-12,B DIVISION,W,1,818,779,0.952322738
2016-12,Systemwide,Systemwide,1,46484,43980,0.946132002
2016-12,Systemwide,Systemwide,2,31438,30682,0.975952669
2017-01,A DIVISION,1,1,1731,1719,0.993067591
2017-01,A DIVISION,1,2,1076,1055,0.980483271
2017-01,A DIVISION,2,1,2301,2052,0.89178618
2017-01,A DIVISION,2,2,1623,1502,0.925446704
2017-01,A DIVISION,3,1,2180,2045,0.938073394
2017-01,A DIVISION,3,2,1280,1252,0.978125
2017-01,A DIVISION,4,1,2915,2647,0.90806175
2017-01,A DIVISION,4,2,1417,1343,0.947776994
2017-01,A DIVISION,5,1,2673,2248,0.841002619
2017-01,A DIVISION,5,2,637,612,0.960753532
2017-01,A DIVISION,6,1,2266,2046,0.902912621
2017-01,A DIVISION,6,2,1075,1076,1.000930233
2017-01,A DIVISION,7,1,2710,2541,0.937638376
2017-01,A DIVISION,7,2,1104,1094,0.990942029
2017-01,A DIVISION,S 42nd,1,3066,3061,0.998369211
2017-01,A DIVISION,S 42nd,2,1464,1461,0.99795082
2017-01,B DIVISION,A,1,2671,2558,0.957693748
2017-01,B DIVISION,A,2,1974,1942,0.98378926
2017-01,B DIVISION,B,1,1758,1676,0.953356086
2017-01,B DIVISION,C,1,1576,1481,0.939720812
2017-01,B DIVISION,C,2,760,755,0.993421053
2017-01,B DIVISION,D,1,1882,1807,0.960148778
2017-01,B DIVISION,D,2,1626,1586,0.975399754
2017-01,B DIVISION,E,1,1628,1528,0.938574939
2017-01,B DIVISION,E,2,175,176,1.005714286
2017-01,B DIVISION,F,1,2991,2902,0.970244066
2017-01,B DIVISION,F,2,1150,1122,0.975652174
2017-01,B DIVISION,G,1,941,931,0.989373007
2017-01,B DIVISION,G,2,1728,1714,0.991898148
2017-01,B DIVISION,JZ,1,1071,1031,0.962651727
2017-01,B DIVISION,JZ,2,799,784,0.981226533
2017-01,B DIVISION,L,1,1911,1836,0.960753532
2017-01,B DIVISION,L,2,952,938,0.985294118
2017-01,B DIVISION,M,1,1911,1775,0.928833072
2017-01,B DIVISION,M,2,809,799,0.987639061
2017-01,B DIVISION,N,1,1890,1822,0.964021164
2017-01,B DIVISION,N,2,1588,1534,0.965994962
2017-01,B DIVISION,Q,1,2142,2018,0.942110177
2017-01,B DIVISION,Q,2,2079,2087,1.003848004
2017-01,B DIVISION,R,1,2079,1994,0.959114959
2017-01,B DIVISION,R,2,1473,1432,0.972165648
2017-01,B DIVISION,S Fkln,1,756,757,1.001322751
2017-01,B DIVISION,S Fkln,2,784,781,0.996173469
2017-01,B DIVISION,S Rock,1,462,465,1.006493506
2017-01,B DIVISION,S Rock,2,496,488,0.983870968
2017-01,B DIVISION,W,1,819,756,0.923076923
2017-01,Systemwide,Systemwide,1,46330,43696,0.943146989
2017-01,Systemwide,Systemwide,2,26069,25533,0.979439181
2017-02,A DIVISION,1,1,1577,1494,0.947368421
2017-02,A DIVISION,1,2,717,692,0.965132497
2017-02,A DIVISION,2,1,2077,1884,0.907077516
2017-02,A DIVISION,2,2,1572,1512,0.961832061
2017-02,A DIVISION,3,1,1961,1853,0.944926058
2017-02,A DIVISION,3,2,1430,1410,0.986013986
2017-02,A DIVISION,4,1,2660,2451,0.921428571
2017-02,A DIVISION,4,2,1182,1142,0.966159052
2017-02,A DIVISION,5,1,2432,2094,0.861019737
2017-02,A DIVISION,5,2,799,780,0.976220275
2017-02,A DIVISION,6,1,2061,1861,0.902959728
2017-02,A DIVISION,6,2,956,928,0.970711297
2017-02,A DIVISION,7,1,2438,2251,0.923297785
2017-02,A DIVISION,7,2,960,958,0.997916667
2017-02,A DIVISION,S 42nd,1,2482,2478,0.998388396
2017-02,A DIVISION,S 42nd,2,1272,1270,0.998427673
2017-02,B DIVISION,A,1,2429,2318,0.954302182
2017-02,B DIVISION,A,2,1337,1324,0.990276739
2017-02,B DIVISION,B,1,1596,1565,0.980576441
2017-02,B DIVISION,C,1,1427,1365,0.956552207
2017-02,B DIVISION,C,2,1118,1109,0.991949911
2017-02,B DIVISION,D,1,1710,1660,0.970760234
2017-02,B DIVISION,D,2,806,799,0.991315136
2017-02,B DIVISION,E,1,1482,1409,0.95074224
2017-02,B DIVISION,E,2,639,638,0.998435055
2017-02,B DIVISION,F,1,2718,2679,0.985651214
2017-02,B DIVISION,F,2,799,804,1.006257822
2017-02,B DIVISION,G,1,836,853,1.020334928
2017-02,B DIVISION,G,2,1536,1543,1.004557292
2017-02,B DIVISION,JZ,1,969,942,0.972136223
2017-02,B DIVISION,JZ,2,716,713,0.995810056
2017-02,B DIVISION,L,1,1729,1675,0.968768074
2017-02,B DIVISION,L,2,1377,1246,0.90486565
2017-02,B DIVISION,M,1,1729,1639,0.94794679
2017-02,B DIVISION,M,2,266,262,0.984962406
2017-02,B DIVISION,N,1,1710,1642,0.960233918
2017-02,B DIVISION,N,2,541,540,0.998151571
2017-02,B DIVISION,Q,1,1938,1866,0.962848297
2017-02,B DIVISION,Q,2,1848,1833,0.991883117
2017-02,B DIVISION,R,1,1879,1855,0.987227249
2017-02,B DIVISION,R,2,1283,1275,0.993764614
2017-02,B DIVISION,S Fkln,1,684,679,0.992690058
2017-02,B DIVISION,S Fkln,2,704,702,0.997159091
2017-02,B DIVISION,S Rock,1,418,415,0.992822967
2017-02,B DIVISION,S Rock,2,432,432,1
2017-02,B DIVISION,W,1,741,691,0.932523617
2017-02,Systemwide,Systemwide,1,41683,39619,0.950483411
2017-02,Systemwide,Systemwide,2,22290,21912,0.983041723
2017-03,A DIVISION,1,1,1826,1760,0.963855422
2017-03,A DIVISION,1,2,836,740,0.885167464
2017-03,A DIVISION,2,1,2367,2133,0.901140684
2017-03,A DIVISION,2,2,1278,1187,0.928794992
2017-03,A DIVISION,3,1,2245,2111,0.940311804
2017-03,A DIVISION,3,2,1280,1243,0.97109375
2017-03,A DIVISION,4,1,3080,2785,0.904220779
2017-03,A DIVISION,4,2,1810,1678,0.927071823
2017-03,A DIVISION,5,1,2798,2365,0.845246605
2017-03,A DIVISION,5,2,158,155,0.981012658
2017-03,A DIVISION,6,1,2396,2162,0.902337229
2017-03,A DIVISION,6,2,956,932,0.974895397
2017-03,A DIVISION,7,1,2816,2588,0.919034091
2017-03,A DIVISION,7,2,960,931,0.969791667
2017-03,A DIVISION,S 42nd,1,2482,2477,0.997985496
2017-03,A DIVISION,S 42nd,2,1464,1461,0.99795082
2017-03,B DIVISION,A,1,2794,2685,0.960987831
2017-03,B DIVISION,A,2,764,744,0.97382199
2017-03,B DIVISION,B,1,1848,1794,0.970779221
2017-03,B DIVISION,C,1,1650,1579,0.956969697
2017-03,B DIVISION,C,2,512,499,0.974609375
2017-03,B DIVISION,D,1,1980,1936,0.977777778
2017-03,B DIVISION,D,2,1530,1501,0.981045752
2017-03,B DIVISION,E,1,1716,1625,0.946969697
2017-03,B DIVISION,E,2,768,764,0.994791667
2017-03,B DIVISION,F,1,3146,3078,0.978385251
2017-03,B DIVISION,F,2,1528,1530,1.001308901
2017-03,B DIVISION,G,1,968,981,1.013429752
2017-03,B DIVISION,G,2,1536,1529,0.995442708
2017-03,B DIVISION,JZ,1,1122,1075,0.958110517
2017-03,B DIVISION,JZ,2,759,755,0.994729908
2017-03,B DIVISION,L,1,2002,1953,0.975524476
2017-03,B DIVISION,L,2,1580,1555,0.984177215
2017-03,B DIVISION,M,1,2002,1900,0.949050949
2017-03,B DIVISION,M,2,543,538,0.990791897
2017-03,B DIVISION,N,1,1980,1916,0.967676768
2017-03,B DIVISION,N,2,1312,1275,0.97179878
2017-03,B DIVISION,Q,1,2244,2109,0.939839572
2017-03,B DIVISION,Q,2,1848,1850,1.001082251
2017-03,B DIVISION,R,1,2177,2112,0.970142398
2017-03,B DIVISION,R,2,1280,1289,1.00703125
2017-03,B DIVISION,S Fkln,1,756,741,0.98015873
2017-03,B DIVISION,S Fkln,2,704,702,0.997159091
2017-03,B DIVISION,S Rock,1,484,483,0.997933884
2017-03,B DIVISION,S Rock,2,384,384,1
2017-03,B DIVISION,W,1,858,784,0.913752914
2017-03,Systemwide,Systemwide,1,47737,45132,0.945430169
2017-03,Systemwide,Systemwide,2,23790,23242,0.976965111
2017-04,A DIVISION,1,1,1660,1628,0.980722892
2017-04,A DIVISION,1,2,1195,1174,0.982426778
2017-04,A DIVISION,2,1,2175,1979,0.909885057
2017-04,A DIVISION,2,2,1425,1404,0.985263158
2017-04,A DIVISION,3,1,2060,1982,0.962135922
2017-04,A DIVISION,3,2,1440,1441,1.000694444
2017-04,A DIVISION,4,1,2800,2550,0.910714286
2017-04,A DIVISION,4,2,1417,1363,0.96189132
2017-04,A DIVISION,5,1,2560,2162,0.84453125
2017-04,A DIVISION,5,2,492,469,0.953252033
2017-04,A DIVISION,6,1,2179,1980,0.908673704
2017-04,A DIVISION,6,2,1195,1158,0.969037657
2017-04,A DIVISION,7,1,2574,2315,0.899378399
2017-04,A DIVISION,7,2,1512,1431,0.946428571
2017-04,A DIVISION,S 42nd,1,2300,2261,0.983043478
2017-04,A DIVISION,S 42nd,2,1830,1824,0.996721311
2017-04,B DIVISION,A,1,2560,2453,0.958203125
2017-04,B DIVISION,A,2,1592,1585,0.995603015
2017-04,B DIVISION,B,1,1680,1600,0.952380952
2017-04,B DIVISION,C,1,1500,1432,0.954666667
2017-04,B DIVISION,C,2,1205,1196,0.99253112
2017-04,B DIVISION,D,1,1800,1744,0.968888889
2017-04,B DIVISION,D,2,1663,1646,0.989777511
2017-04,B DIVISION,E,1,1560,1467,0.940384615
2017-04,B DIVISION,E,2,320,311,0.971875
2017-04,B DIVISION,F,1,2860,2783,0.973076923
2017-04,B DIVISION,F,2,1600,1598,0.99875
2017-04,B DIVISION,G,1,880,893,1.014772727
2017-04,B DIVISION,G,2,1728,1711,0.990162037
2017-04,B DIVISION,JZ,1,1020,981,0.961764706
2017-04,B DIVISION,JZ,2,895,885,0.988826816
2017-04,B DIVISION,L,1,1820,1761,0.967582418
2017-04,B DIVISION,L,2,1820,1751,0.962087912
2017-04,B DIVISION,M,1,1820,1701,0.934615385
2017-04,B DIVISION,M,2,905,878,0.970165746
2017-04,B DIVISION,N,1,1800,1742,0.967777778
2017-04,B DIVISION,N,2,1720,1704,0.990697674
2017-04,B DIVISION,Q,1,2040,1932,0.947058824
2017-04,B DIVISION,Q,2,2310,2298,0.994805195
2017-04,B DIVISION,R,1,1980,1929,0.974242424
2017-04,B DIVISION,R,2,1600,1561,0.975625
2017-04,B DIVISION,S Fkln,1,720,719,0.998611111
2017-04,B DIVISION,S Fkln,2,880,880,1
2017-04,B DIVISION,S Rock,1,440,440,1
2017-04,B DIVISION,S Rock,2,480,484,1.008333333
2017-04,B DIVISION,W,1,780,728,0.933333333
2017-04,Systemwide,Systemwide,1,43568,41162,0.944775982
2017-04,Systemwide,Systemwide,2,29224,28752,0.983848891
2017-05,A DIVISION,1,1,1833,1763,0.961811238
2017-05,A DIVISION,1,2,862,833,0.966357309
2017-05,A DIVISION,2,1,2413,2179,0.90302528
2017-05,A DIVISION,2,2,1422,1385,0.973980309
2017-05,A DIVISION,3,1,2267,2126,0.937803264
2017-05,A DIVISION,3,2,1280,1297,1.01328125
2017-05,A DIVISION,4,1,3080,2796,0.907792208
2017-05,A DIVISION,4,2,981,965,0.983690112
2017-05,A DIVISION,5,1,2816,2327,0.826349432
2017-05,A DIVISION,5,2,350,339,0.968571429
2017-05,A DIVISION,6,1,2398,2169,0.904503753
2017-05,A DIVISION,6,2,1010,983,0.973267327
2017-05,A DIVISION,7,1,2817,2584,0.917287895
2017-05,A DIVISION,7,2,1320,1271,0.962878788
2017-05,A DIVISION,S 42nd,1,2530,2510,0.992094862
2017-05,A DIVISION,S 42nd,2,1464,1463,0.99931694
2017-05,B DIVISION,A,1,2816,2657,0.943536932
2017-05,B DIVISION,A,2,1210,1195,0.987603306
2017-05,B DIVISION,B,1,1848,1791,0.969155844
2017-05,B DIVISION,C,1,1650,1561,0.946060606
2017-05,B DIVISION,C,2,1017,1001,0.984267453
2017-05,B DIVISION,D,1,1980,1908,0.963636364
2017-05,B DIVISION,D,2,1120,1113,0.99375
2017-05,B DIVISION,E,1,1716,1589,0.925990676
2017-05,B DIVISION,E,2,704,689,0.978693182
2017-05,B DIVISION,F,1,3153,3031,0.961306692
2017-05,B DIVISION,F,2,1343,1348,1.003723008
2017-05,B DIVISION,G,1,968,978,1.010330579
2017-05,B DIVISION,G,2,1152,1142,0.991319444
2017-05,B DIVISION,JZ,1,1122,1091,0.972370766
2017-05,B DIVISION,JZ,2,716,711,0.99301676
2017-05,B DIVISION,L,1,2002,1922,0.96003996
2017-05,B DIVISION,L,2,785,769,0.979617834
2017-05,B DIVISION,M,1,2002,1885,0.941558442
2017-05,B DIVISION,M,2,742,729,0.982479784
2017-05,B DIVISION,N,1,1980,1901,0.96010101
2017-05,B DIVISION,N,2,1277,1248,0.977290525
2017-05,B DIVISION,Q,1,2244,2105,0.938057041
2017-05,B DIVISION,Q,2,1692,1612,0.952718676
2017-05,B DIVISION,R,1,2178,2100,0.964187328
2017-05,B DIVISION,R,2,1341,1286,0.958985831
2017-05,B DIVISION,S Fkln,1,792,749,0.945707071
2017-05,B DIVISION,S Fkln,2,608,607,0.998355263
2017-05,B DIVISION,S Rock,1,484,478,0.987603306
2017-05,B DIVISION,S Rock,2,400,415,1.0375
2017-05,B DIVISION,W,1,858,779,0.907925408
2017-05,Systemwide,Systemwide,1,47947,44979,0.938098317
2017-05,Systemwide,Systemwide,2,22796,22401,0.982672399
2017-06,A DIVISION,1,1,1832,1755,0.957969432
2017-06,A DIVISION,1,2,911,894,0.981339188
2017-06,A DIVISION,2,1,2418,2200,0.909842845
2017-06,A DIVISION,2,2,640,634,0.990625
2017-06,A DIVISION,3,1,2281,2108,0.924156072
2017-06,A DIVISION,3,2,960,956,0.995833333
2017-06,A DIVISION,4,1,3080,2812,0.912987013
2017-06,A DIVISION,4,2,1544,1497,0.969559585
2017-06,A DIVISION,5,1,2816,2385,0.846946023
2017-06,A DIVISION,5,2,448,439,0.979910714
2017-06,A DIVISION,6,1,2398,2190,0.913261051
2017-06,A DIVISION,6,2,981,966,0.98470948
2017-06,A DIVISION,7,1,2830,2596,0.917314488
2017-06,A DIVISION,7,2,1344,1286,0.956845238
2017-06,A DIVISION,S 42nd,1,2185,2173,0.994508009
2017-06,A DIVISION,S 42nd,2,1482,1474,0.994601889
2017-06,B DIVISION,A,1,2814,2650,0.941719972
2017-06,B DIVISION,A,2,1496,1466,0.979946524
2017-06,B DIVISION,B,1,1848,1739,0.941017316
2017-06,B DIVISION,C,1,1650,1499,0.908484848
2017-06,B DIVISION,C,2,1285,1254,0.975875486
2017-06,B DIVISION,D,1,1980,1913,0.966161616
2017-06,B DIVISION,D,2,1280,1274,0.9953125
2017-06,B DIVISION,E,1,1716,1607,0.936480186
2017-06,B DIVISION,E,2,640,636,0.99375
2017-06,B DIVISION,F,1,3147,2990,0.950111217
2017-06,B DIVISION,F,2,1040,1035,0.995192308
2017-06,B DIVISION,G,1,968,995,1.027892562
2017-06,B DIVISION,G,2,1152,1152,1
2017-06,B DIVISION,JZ,1,1122,1078,0.960784314
2017-06,B DIVISION,JZ,2,716,713,0.995810056
2017-06,B DIVISION,L,1,2027,1989,0.981253083
2017-06,B DIVISION,L,2,1612,1562,0.96898263
2017-06,B DIVISION,M,1,2002,1847,0.922577423
2017-06,B DIVISION,M,2,676,674,0.99704142
2017-06,B DIVISION,N,1,1980,1910,0.964646465
2017-06,B DIVISION,N,2,1278,1244,0.973395931
2017-06,B DIVISION,Q,1,2244,2151,0.95855615
2017-06,B DIVISION,Q,2,1692,1692,1
2017-06,B DIVISION,R,1,2171,2099,0.96683556
2017-06,B DIVISION,R,2,1119,1076,0.961572833
2017-06,B DIVISION,S Fkln,1,792,794,1.002525253
2017-06,B DIVISION,S Fkln,2,704,698,0.991477273
2017-06,B DIVISION,S Rock,1,484,482,0.995867769
2017-06,B DIVISION,S Rock,2,448,451,1.006696429
2017-06,B DIVISION,W,1,858,812,0.946386946
2017-06,Systemwide,Systemwide,1,47643,44774,0.93978129
2017-06,Systemwide,Systemwide,2,23448,23073,0.984007165
2017-07,A DIVISION,1,1,1680,1616,0.961904762
2017-07,A DIVISION,1,2,1198,1156,0.964941569
2017-07,A DIVISION,2,1,2200,1994,0.906363636
2017-07,A DIVISION,2,2,2351,2074,0.882177797
2017-07,A DIVISION,3,1,2080,1955,0.939903846
2017-07,A DIVISION,3,2,800,805,1.00625
2017-07,A DIVISION,4,1,2800,2586,0.923571429
2017-07,A DIVISION,4,2,2375,2275,0.957894737
2017-07,A DIVISION,5,1,2560,2197,0.858203125
2017-07,A DIVISION,5,2,1610,1547,0.960869565
2017-07,A DIVISION,6,1,2180,2025,0.928899083
2017-07,A DIVISION,6,2,1195,1162,0.972384937
2017-07,A DIVISION,7,1,2453,2297,0.936404403
2017-07,A DIVISION,7,2,1680,1614,0.960714286
2017-07,A DIVISION,S 42nd,1,2331,2311,0.991419991
2017-07,A DIVISION,S 42nd,2,1830,1821,0.995081967
2017-07,B DIVISION,A,1,2560,2411,0.941796875
2017-07,B DIVISION,A,2,1656,1626,0.981884058
2017-07,B DIVISION,B,1,1680,1635,0.973214286
2017-07,B DIVISION,C,1,1500,1423,0.948666667
2017-07,B DIVISION,C,2,1331,1301,0.977460556
2017-07,B DIVISION,D,1,1800,1738,0.965555556
2017-07,B DIVISION,D,2,1600,1615,1.009375
2017-07,B DIVISION,E,1,1450,1332,0.91862069
2017-07,B DIVISION,E,2,924,912,0.987012987
2017-07,B DIVISION,F,1,2783,2676,0.961552282
2017-07,B DIVISION,F,2,1692,1654,0.977541371
2017-07,B DIVISION,G,1,880,907,1.030681818
2017-07,B DIVISION,G,2,1338,1319,0.985799701
2017-07,B DIVISION,JZ,1,1020,1005,0.985294118
2017-07,B DIVISION,JZ,2,895,885,0.988826816
2017-07,B DIVISION,L,1,1632,1616,0.990196078
2017-07,B DIVISION,L,2,2260,2101,0.929646018
2017-07,B DIVISION,M,1,1618,1546,0.955500618
2017-07,B DIVISION,M,2,905,896,0.990055249
2017-07,B DIVISION,N,1,1811,1760,0.971838763
2017-07,B DIVISION,N,2,1595,1563,0.979937304
2017-07,B DIVISION,Q,1,2040,1956,0.958823529
2017-07,B DIVISION,Q,2,2232,2207,0.988799283
2017-07,B DIVISION,R,1,1980,1910,0.964646465
2017-07,B DIVISION,R,2,1524,1490,0.977690289
2017-07,B DIVISION,S Fkln,1,720,719,0.998611111
2017-07,B DIVISION,S Fkln,2,880,878,0.997727273
2017-07,B DIVISION,S Rock,1,440,431,0.979545455
2017-07,B DIVISION,S Rock,2,560,557,0.994642857
2017-07,B DIVISION,W,1,769,732,0.951885566
2017-07,Systemwide,Systemwide,1,42967,40778,0.949053925
2017-07,Systemwide,Systemwide,2,32431,31458,0.969997842
2017-08,A DIVISION,1,1,1932,1842,0.953416149
2017-08,A DIVISION,1,2,959,943,0.983315954
2017-08,A DIVISION,2,1,2530,2285,0.903162055
2017-08,A DIVISION,2,2,1734,1618,0.933102653
2017-08,A DIVISION,3,1,2392,2229,0.931856187
2017-08,A DIVISION,3,2,640,648,1.0125
2017-08,A DIVISION,4,1,3220,2988,0.927950311
2017-08,A DIVISION,4,2,1898,1778,0.936775553
2017-08,A DIVISION,5,1,2944,2483,0.843410326
2017-08,A DIVISION,5,2,1288,1229,0.954192547
2017-08,A DIVISION,6,1,2499,2313,0.925570228
2017-08,A DIVISION,6,2,798,782,0.979949875
2017-08,A DIVISION,7,1,2969,2790,0.93971034
2017-08,A DIVISION,7,2,1056,1052,0.996212121
2017-08,A DIVISION,S 42nd,1,3358,3311,0.986003574
2017-08,A DIVISION,S 42nd,2,1464,1462,0.99863388
2017-08,B DIVISION,A,1,2944,2794,0.949048913
2017-08,B DIVISION,A,2,1495,1450,0.969899666
2017-08,B DIVISION,B,1,1932,1890,0.97826087
2017-08,B DIVISION,C,1,1725,1643,0.952463768
2017-08,B DIVISION,C,2,1284,1261,0.982087227
2017-08,B DIVISION,D,1,2070,2010,0.971014493
2017-08,B DIVISION,D,2,1279,1294,1.011727912
2017-08,B DIVISION,E,1,1754,1629,0.928734322
2017-08,B DIVISION,E,2,575,574,0.99826087
